timestamp,speed_kmh,acceleration_mps2,brake_intensity,battery_level,energy_consumption,regen_braking_usage,lane_deviation,obstacle_distance,traffic_density,weather_condition,road_type,steering_angle,reaction_time,ADAS_output
01-01-2023 00:00,2.470139315,2.316443803,0.414476727,46.37022877,1.823863198,97.99155788,1.12408179,52.87749084,30,Sunny,Highway,-4.07045015,0.657305424,Accelerate
01-01-2023 00:00,116.3891823,1.374202457,0.032862726,90.08457746,1.150965474,43.24306428,-1.437445593,72.15780048,0,Rainy,Highway,-25.57023673,0.61360474,Maintain Speed
01-01-2023 00:00,99.8931169,2.56686037,0.135907382,95.24122289,1.596206163,67.80383781,-0.530446182,3.576287881,0,Rainy,Highway,-29.18686954,0.701379064,Brake
01-01-2023 00:00,25.48069328,-1.004060401,0.319777289,73.28764796,1.856051882,62.77275356,0.168528375,6.14005256,32,Rainy,Urban,-29.07054295,0.922349304,Brake
01-01-2023 00:00,21.81899606,0.019256501,0.341985805,40.56342962,0.409956718,10.43035509,-0.182645509,68.72734886,25,Foggy,Rural,-12.21314983,1.770144062,Accelerate
01-01-2023 00:00,22.00854118,-2.91552202,0.899585216,82.90549005,0.912961519,74.79275371,-0.408816645,33.50699646,41,Foggy,Urban,-25.57237334,1.048470933,Accelerate
01-01-2023 00:00,36.50906916,-2.958254476,0.741812909,7.457372764,0.923099763,32.31592034,0.87532759,48.88343564,0,Foggy,Rural,-18.42615385,1.175691524,Maintain Speed
01-01-2023 00:00,62.9707718,-1.559240277,0.972182968,14.7608615,0.773497276,79.89395492,-1.781985983,78.19925637,15,Sunny,Rural,8.895324342,0.29672882,Lane Correct
01-01-2023 00:00,51.83340224,-2.395156817,0.59907151,67.83050496,0.116921146,60.76407826,-0.114358643,57.71579084,36,Foggy,Highway,-12.69854289,1.304277636,Maintain Speed
01-01-2023 00:00,34.94749682,-1.438731792,0.241713732,32.66861465,1.650347005,31.709149,-0.951273238,80.52618747,49,Rainy,Highway,4.529404417,1.215648826,Maintain Speed
01-01-2023 00:00,73.42234737,-1.937740233,0.32765503,95.38169075,0.311962711,35.62929603,-1.661526459,41.91552422,34,Foggy,Rural,-5.321414887,1.772279179,Lane Correct
01-01-2023 00:00,16.73926328,-2.828879851,0.319835923,46.42575815,1.991413136,73.15073697,-0.140451368,28.7423353,7,Sunny,Urban,23.08366498,0.663770791,Accelerate
01-01-2023 00:00,35.05735782,2.455824878,0.326494328,45.78965794,1.568621135,55.00593151,-1.314525236,23.48369089,46,Foggy,Highway,11.78519139,1.862024928,Maintain Speed
01-01-2023 00:00,43.9634212,-2.950661212,0.672964173,69.41755347,1.202019033,66.83510407,-0.967102872,13.16809511,34,Rainy,Highway,21.15057999,1.850919858,Maintain Speed
01-01-2023 00:00,54.72839811,1.416492866,0.530807928,77.91901342,0.393752194,15.83183211,0.028034918,3.679652227,1,Snowy,Urban,1.133453276,1.631529009,Brake
01-01-2023 00:00,94.22111537,-2.087112678,0.385424178,50.17808012,1.079246646,78.69766722,1.89483592,5.314901568,43,Sunny,Rural,16.87180682,1.0235623,Brake
01-01-2023 00:00,23.96085386,2.473377732,0.149089769,25.33008566,0.596106608,32.03913189,0.737020027,27.09988271,17,Rainy,Urban,6.934660161,0.334983004,Accelerate
01-01-2023 00:00,61.70813261,2.356775638,0.022139163,78.46432106,0.579412797,61.98612672,-0.881512807,27.84125943,9,Foggy,Highway,14.63563645,0.7444397,Maintain Speed
01-01-2023 00:00,71.08974826,0.923406878,0.218834678,35.43337111,1.676105574,11.46798252,-0.47037579,38.1784529,9,Sunny,Rural,11.07627035,2.339351972,Maintain Speed
01-01-2023 00:00,5.574049526,1.033404899,0.107471404,21.63552308,0.823224406,32.14202412,-0.375467391,59.16173712,44,Sunny,Rural,-11.96935831,2.22224411,Accelerate
01-01-2023 00:00,72.90538223,-2.967965148,0.785445031,65.00581804,0.956375226,64.88672931,-1.385449507,75.92995351,11,Rainy,Rural,-22.47504375,0.653532331,Maintain Speed
01-01-2023 00:00,20.46289484,2.909229397,0.112497958,13.59309836,1.701633002,27.42061323,-1.357383245,19.77050081,38,Sunny,Highway,18.38574105,0.938975321,Maintain Speed
01-01-2023 00:00,7.806191158,2.266995621,0.724228237,97.27850413,0.266802189,88.03121967,-1.406421106,75.92481766,23,Sunny,Highway,-25.35982735,0.222736705,Accelerate
01-01-2023 00:00,113.8662645,2.370637354,0.38565869,65.07774012,1.229773921,66.12283994,0.086656551,13.89895278,47,Snowy,Urban,6.310049437,0.914146204,Maintain Speed
01-01-2023 00:00,115.875844,0.955467222,0.07337839,98.66007449,1.198609795,87.02783933,0.696744347,98.86936207,21,Sunny,Rural,29.3268029,2.041361729,Maintain Speed
01-01-2023 00:00,97.00768177,-0.931278428,0.812730049,37.19487523,0.907907682,39.53907023,0.362882738,28.50337831,40,Snowy,Highway,-19.03812775,1.513706918,Maintain Speed
01-01-2023 00:00,36.5536523,2.361891895,0.57963057,97.26449031,1.676571819,3.398514262,1.911068742,83.73350147,4,Rainy,Highway,14.60917251,2.198451359,Lane Correct
01-01-2023 00:00,11.72065368,-1.250898431,0.235761513,18.82841353,1.891491117,57.61399634,-1.496501711,19.04658279,21,Foggy,Rural,27.18949041,2.411426367,Maintain Speed
01-01-2023 00:00,82.10796318,0.37626926,0.894681174,8.866003373,0.984138138,33.91935027,1.945897625,95.06427804,3,Rainy,Urban,-0.271067088,0.708779205,Lane Correct
01-01-2023 00:00,52.81829925,-2.401614166,0.045258314,8.133485743,0.966679397,44.81883759,-0.133304264,82.66267852,40,Snowy,Urban,4.380528063,1.475856256,Maintain Speed
01-01-2023 00:00,14.64458818,2.531733781,0.201819608,49.16268521,1.053921086,68.11102139,-1.125468849,35.93892605,17,Foggy,Rural,-7.940187438,1.936850021,Accelerate
01-01-2023 00:00,59.42122921,-2.155377253,0.752046928,12.88539876,1.473935659,70.06646671,1.773123304,42.14717261,29,Foggy,Urban,-3.494128685,1.629798175,Lane Correct
01-01-2023 00:00,4.126622534,-1.650619166,0.70937793,53.655949,1.369314552,2.755641487,-0.125546759,0.383799352,45,Sunny,Rural,7.806158019,0.798599957,Brake
01-01-2023 00:00,109.1184482,0.348804949,0.289271694,36.11254783,0.523386403,76.93026728,-0.610612179,25.14322443,32,Sunny,Highway,22.28726545,2.447469401,Maintain Speed
01-01-2023 00:00,31.05359779,1.584558001,0.062024875,36.88475429,0.221401162,49.3518915,-1.144759585,28.9296456,21,Foggy,Highway,27.13994981,1.751048943,Maintain Speed
01-01-2023 00:00,79.50267412,0.716107836,0.858078072,65.38285467,1.903582847,55.66987733,-0.928498196,45.2738699,5,Foggy,Highway,2.593598893,0.223358778,Maintain Speed
01-01-2023 00:00,37.40532913,-1.607196523,0.313697638,20.49431058,0.596032543,29.79941852,1.916878041,13.9049814,37,Sunny,Urban,16.93555001,1.387341021,Lane Correct
01-01-2023 00:00,62.40816254,-2.994341745,0.195713415,77.82257018,1.313333701,42.0833786,-0.78410624,47.87668881,45,Snowy,Urban,14.18853791,0.581640855,Maintain Speed
01-01-2023 00:00,65.60523352,1.542903482,0.516061822,60.29293738,1.674032205,71.0375134,1.911223695,66.84684854,47,Foggy,Urban,-15.17870834,1.86318413,Lane Correct
01-01-2023 00:00,22.18253466,2.911243955,0.910227199,91.91973974,0.670525826,77.67138029,-0.679140054,37.12822981,37,Foggy,Urban,-2.288263157,0.349670157,Accelerate
01-01-2023 00:00,116.3501553,1.859478722,0.043546578,39.65986211,1.307323486,38.71061812,-1.074326138,23.21952756,10,Foggy,Rural,11.0107809,0.983521134,Maintain Speed
01-01-2023 00:00,93.0159388,-0.238760291,0.765804088,98.35792425,0.305010458,69.11175327,-1.266543268,54.7716487,45,Foggy,Urban,-22.2664289,0.921052415,Maintain Speed
01-01-2023 00:00,112.739873,2.422603568,0.572473228,59.70362644,1.942869744,25.80435017,-0.352581979,2.900390296,40,Foggy,Urban,23.03823679,2.250397979,Brake
01-01-2023 00:00,107.3792821,-0.540913961,0.425449117,97.47318584,0.210500723,83.20226652,-1.052774206,34.08374508,6,Sunny,Urban,-5.847425664,2.209297146,Maintain Speed
01-01-2023 00:00,71.74799746,0.149604505,0.744080444,7.570762134,0.93253188,60.98142389,0.787751855,52.75902429,23,Snowy,Urban,-2.790244741,2.093681063,Maintain Speed
01-01-2023 00:00,110.6249082,-0.137221396,0.965824424,74.15775063,1.11995656,77.51865161,-1.040913059,33.58428162,7,Sunny,Urban,22.18457491,1.916414421,Maintain Speed
01-01-2023 00:00,10.61910025,-0.314256764,0.229206211,82.57904481,1.601915379,47.71548523,1.34158738,34.54314261,11,Rainy,Rural,-19.66425444,2.395322133,Accelerate
01-01-2023 00:00,23.51794349,1.651144616,0.143647365,10.05146223,0.330144182,22.9109285,1.336045034,84.82966626,9,Foggy,Highway,-27.86822605,0.639703609,Maintain Speed
01-01-2023 00:00,5.427274669,0.160613444,0.912881745,60.00211808,0.93753515,42.92311133,-0.857894504,93.39917872,10,Rainy,Urban,-12.8379533,2.085879296,Accelerate
01-01-2023 00:00,39.03963969,-1.099697268,0.668953077,81.18451789,0.669451982,38.14853945,1.014160522,82.73926473,19,Rainy,Highway,-20.98621546,1.748932833,Maintain Speed
01-01-2023 00:01,46.64127476,-1.451050994,0.437986022,58.2986789,0.69282036,33.27165434,1.430183504,9.886745008,37,Sunny,Urban,29.13522967,1.813270759,Brake
01-01-2023 00:01,32.56188381,-2.773516098,0.57325957,11.06229109,1.579697041,21.21737477,0.360531376,28.97424444,43,Snowy,Urban,3.970144332,1.181788503,Maintain Speed
01-01-2023 00:01,99.4485011,0.499170971,0.745613905,70.87748789,0.110375796,75.91671419,-0.534670357,71.12943667,22,Foggy,Rural,3.871462029,1.700116808,Maintain Speed
01-01-2023 00:01,42.8103992,-1.620231508,0.773031899,10.75670689,1.523258919,8.635166132,-0.236131253,97.4392795,21,Rainy,Highway,17.64668251,0.746046386,Maintain Speed
01-01-2023 00:01,33.71214116,-2.111196468,0.919894181,82.65954503,1.639757017,88.75609299,1.14491546,24.22815485,44,Rainy,Rural,-14.48904863,1.419503366,Maintain Speed
01-01-2023 00:01,65.12352998,0.922979783,0.426842789,9.088247414,1.812588263,17.50247229,-0.826730144,89.82104791,21,Rainy,Highway,1.360682901,2.432596679,Maintain Speed
01-01-2023 00:01,16.910907,1.087255547,0.29341091,18.0527512,1.291075426,97.98736519,-0.662150662,73.90149872,38,Sunny,Rural,-21.47119008,1.7749197,Maintain Speed
01-01-2023 00:01,96.26363769,1.512929354,0.639664267,31.1352211,0.733565124,98.84680481,-1.356862655,98.34503664,40,Snowy,Rural,-24.39042195,1.753536788,Maintain Speed
01-01-2023 00:01,8.946077242,0.021461378,0.415727899,65.16965526,0.911745992,39.83870412,-0.403790388,9.358548174,2,Foggy,Highway,-3.61788511,0.741244888,Brake
01-01-2023 00:01,118.4264324,2.364327631,0.594598454,97.75411446,1.942498556,98.78210726,-1.653939471,39.47457482,34,Foggy,Rural,24.77369526,2.133873318,Lane Correct
01-01-2023 00:01,92.66937232,2.61805652,0.419985798,16.193171,1.77425497,86.90685173,-0.715862236,47.81150023,15,Sunny,Rural,-3.535931461,2.323762502,Maintain Speed
01-01-2023 00:01,23.84588178,1.844225639,0.152995787,18.55722858,0.980699227,8.243027695,-0.506082476,67.20826252,17,Snowy,Urban,-2.896159263,0.449202458,Maintain Speed
01-01-2023 00:01,0.662654055,0.813560892,0.469426752,40.04268769,1.891819714,94.73285636,-0.97808347,65.39720363,12,Foggy,Highway,21.90605807,1.240608912,Accelerate
01-01-2023 00:01,97.85537141,-1.177674278,0.690917822,84.44081809,1.663614263,4.25143859,-1.594567523,90.63453447,21,Sunny,Rural,-12.83752783,1.731452999,Lane Correct
01-01-2023 00:01,84.82288126,2.89766953,0.799283808,49.38694051,1.812070737,18.19142937,0.08666897,83.86731226,8,Foggy,Highway,-0.607626989,2.232077852,Maintain Speed
01-01-2023 00:01,87.48086016,-1.355182997,0.493326277,35.55300702,1.397656746,58.45955408,1.460324679,5.537266892,5,Rainy,Rural,-20.13551839,1.43487352,Brake
01-01-2023 00:01,92.5524416,-1.784058468,0.16523789,58.31436406,1.729542683,8.07371784,-0.657421017,48.6540123,46,Foggy,Rural,20.77057692,1.166177824,Maintain Speed
01-01-2023 00:01,8.885358208,-0.347075317,0.41468771,29.74970376,1.794355669,16.1727757,-1.052793714,40.70612302,8,Rainy,Urban,-27.76838652,0.290270791,Accelerate
01-01-2023 00:01,43.01588743,-2.658956576,0.786293929,43.11019119,0.274831511,95.34917871,-0.859847129,99.71445865,17,Snowy,Urban,-5.213264859,1.468250236,Maintain Speed
01-01-2023 00:01,13.90428714,2.870966788,0.412859271,36.59748918,1.933912256,99.46878849,1.447548725,42.72581942,44,Snowy,Urban,-13.40515621,0.957412423,Accelerate
01-01-2023 00:01,103.5724111,0.530601338,0.696530794,81.39339713,0.733864888,79.81365418,0.111230358,68.261914,32,Foggy,Urban,-14.56404878,2.484202421,Maintain Speed
01-01-2023 00:01,74.79577522,0.34171255,0.507213682,92.80429401,0.935809068,51.52093915,-1.476838595,28.44294331,37,Rainy,Rural,-15.34890012,1.575637888,Maintain Speed
01-01-2023 00:01,39.70776298,0.934777679,0.241223125,77.15935825,1.604617142,90.03009357,0.836886596,61.46289559,21,Snowy,Highway,-7.82838733,0.693565154,Maintain Speed
01-01-2023 00:01,7.627002034,-0.017858113,0.796150508,46.71293972,1.363302981,11.18987709,-1.382524267,20.66330886,32,Foggy,Urban,24.0895901,2.483006762,Accelerate
01-01-2023 00:01,37.31787861,-2.807618897,0.084213454,52.91182286,1.796813834,94.28918692,-1.759022388,60.36066556,43,Rainy,Rural,12.52597052,1.559376246,Lane Correct
01-01-2023 00:01,39.02199864,0.673867733,0.524890283,16.88200092,0.861090126,35.15529275,-0.977260494,86.81902386,28,Snowy,Urban,23.36587069,1.969345346,Maintain Speed
01-01-2023 00:01,87.5527414,1.297043262,0.208891034,75.95214756,0.809247511,86.14893912,-1.327639282,1.923779145,15,Snowy,Rural,-18.21332128,2.428716753,Brake
01-01-2023 00:01,76.50689656,-0.499505636,0.067065629,61.66518954,0.160208814,66.8373406,0.419989897,50.45864095,3,Foggy,Highway,20.94754453,1.926150923,Maintain Speed
01-01-2023 00:01,106.4655291,1.543773432,0.502933937,90.73179963,0.979178216,96.02743041,-0.061734371,98.23706244,35,Sunny,Rural,-4.208533383,2.36976201,Maintain Speed
01-01-2023 00:01,56.66579102,-1.637992204,0.499562156,24.05805864,1.475734464,86.46779478,0.896258202,15.92625224,9,Snowy,Urban,28.86395427,1.032677142,Maintain Speed
01-01-2023 00:01,14.35130951,-1.672340454,0.706900902,77.17398158,0.672239563,88.78978136,0.046284201,18.3412328,31,Foggy,Highway,5.619155645,0.318557637,Accelerate
01-01-2023 00:01,85.58937447,-2.031498074,0.744750693,70.04380786,0.979180376,63.17543561,-0.323976259,47.08237211,31,Rainy,Rural,-0.757763467,2.417099234,Maintain Speed
01-01-2023 00:01,91.29420583,-0.768031441,0.727791489,30.25532571,0.51685576,83.3158531,0.104874762,87.09931803,13,Snowy,Rural,25.51269519,1.459787519,Maintain Speed
01-01-2023 00:01,67.35326371,2.082072212,0.409558733,68.40097076,1.568296831,75.71311508,-0.262055548,56.27596094,19,Snowy,Rural,-7.120597141,1.974019784,Maintain Speed
01-01-2023 00:01,92.51606159,1.967472373,0.631689787,92.81547115,0.214971967,16.16231309,-1.851652424,50.87086446,17,Sunny,Highway,14.92469533,1.46823743,Lane Correct
01-01-2023 00:01,59.25547156,-0.703054752,0.576945243,92.25141883,1.440227805,64.85968914,0.722796452,8.67570591,2,Snowy,Rural,-1.5977035,1.950404762,Brake
01-01-2023 00:01,62.72793953,0.534712416,0.421561756,73.36452458,0.819986022,14.81755465,1.848521305,96.19860146,5,Snowy,Rural,14.01670851,0.337170094,Lane Correct
01-01-2023 00:01,51.3049222,1.324897899,0.597212694,9.566945691,0.179032532,86.94561219,-0.311865772,34.71159315,17,Sunny,Highway,-13.45887331,0.353694001,Maintain Speed
01-01-2023 00:01,3.050295209,-1.552759352,0.947247877,87.86511205,1.721592216,6.594979934,-0.305068065,25.18071521,31,Rainy,Rural,-5.598912992,2.315546868,Accelerate
01-01-2023 00:01,12.94697124,-1.991153485,0.192893744,67.48896767,1.02667154,98.70466702,-1.816924485,41.17439447,8,Sunny,Urban,-9.280110399,1.20226089,Accelerate
01-01-2023 00:01,3.771502282,2.832575959,0.905772096,34.49125405,1.238706042,40.06266661,1.561516339,41.41821617,25,Snowy,Highway,22.12951042,0.892017425,Accelerate
01-01-2023 00:01,76.36924935,0.705343879,0.053455514,22.78878436,1.490858314,17.06293537,1.71648555,45.85331087,44,Rainy,Rural,25.71368646,2.304124177,Lane Correct
01-01-2023 00:01,37.72271773,2.888494331,0.308389213,16.03936698,1.344641423,93.56749837,1.252556472,68.85382019,41,Sunny,Rural,14.1312756,2.497323061,Maintain Speed
01-01-2023 00:01,61.02848294,-0.973464077,0.288145249,9.772505429,1.488628055,4.542598623,-1.574618114,86.79465686,47,Foggy,Highway,19.29529829,1.612696601,Lane Correct
01-01-2023 00:01,108.9079769,1.2181902,0.626365108,76.63980856,1.548335201,47.01056345,1.600894725,5.731288013,18,Rainy,Rural,-8.766597533,1.487886083,Brake
01-01-2023 00:01,29.9150675,-1.664378181,0.131224952,27.4050849,1.219387908,77.02271279,-1.904177346,49.07685647,5,Sunny,Rural,-20.96070785,2.310281819,Accelerate
01-01-2023 00:01,49.24595076,-1.432798972,0.882347612,7.304028924,0.794711879,31.67504754,-0.221702707,41.39781248,1,Sunny,Highway,11.19505041,0.610220875,Maintain Speed
01-01-2023 00:01,90.66613663,0.071412728,0.828551408,42.74071192,0.561970084,52.88346699,0.002494616,1.088011282,27,Rainy,Highway,8.238302683,1.65577583,Brake
01-01-2023 00:01,27.45577986,-1.082291247,0.65206582,50.84767266,1.81551615,70.04130163,1.336008404,81.64894509,47,Rainy,Highway,-14.17405109,2.054464851,Accelerate
01-01-2023 00:01,9.237589179,-1.994270617,0.458413832,21.07687194,1.942857205,95.1976421,1.003436854,10.43132011,19,Rainy,Rural,24.74286651,1.900767134,Accelerate
01-01-2023 00:01,34.77017435,-1.422715788,0.932956042,9.184591935,0.779559235,10.27026393,1.188387586,11.47480095,13,Snowy,Rural,-8.547001369,1.921261337,Maintain Speed
01-01-2023 00:01,19.34655447,-2.785509633,0.830746555,22.96692089,0.313390385,15.72267037,1.471603798,4.829841805,32,Snowy,Urban,18.91324846,2.051491193,Brake
01-01-2023 00:01,111.5637183,1.226541729,0.499315148,69.51476237,0.522820922,50.88708952,-0.095716318,20.04216338,3,Sunny,Rural,-22.25462015,0.688435283,Maintain Speed
01-01-2023 00:01,96.97444555,-0.047300057,0.701873354,12.81314934,1.374267957,41.84749612,1.121009414,17.68162816,27,Sunny,Rural,-12.79592092,1.477478064,Maintain Speed
01-01-2023 00:01,76.00845078,-2.434541602,0.566929952,57.7285179,0.428573403,41.07961607,-1.727867622,34.78658361,36,Foggy,Highway,6.865182201,0.45258183,Lane Correct
01-01-2023 00:01,104.5752708,-1.969836041,0.587942238,18.90913885,1.582232319,29.69615029,-0.221814309,65.92703943,41,Rainy,Highway,-15.484028,0.408761351,Maintain Speed
01-01-2023 00:01,96.44064923,-2.384792771,0.330976069,23.59047149,1.853757456,56.06847985,-1.879469301,5.429422763,29,Foggy,Rural,27.38986855,2.080912218,Brake
01-01-2023 00:01,22.38840707,0.67555685,0.462084605,42.34239891,1.930937879,88.32883362,1.661260261,86.02757602,17,Rainy,Rural,3.09380547,2.06744689,Accelerate
01-01-2023 00:01,107.1070798,-2.434737818,0.078121431,14.57840693,0.117718461,16.09243405,1.833655128,32.65786154,8,Sunny,Highway,13.88724983,0.619484126,Lane Correct
01-01-2023 00:01,64.72106903,1.525693998,0.357348692,21.45433276,1.920492913,21.52863295,-1.664243759,60.66073311,6,Snowy,Highway,3.689664706,1.500795971,Lane Correct
01-01-2023 00:02,96.89281862,-2.876934484,0.695828515,38.15047909,1.506369396,67.08234978,0.130506578,1.200511221,35,Rainy,Urban,-5.594288646,0.289670311,Brake
01-01-2023 00:02,107.530956,-1.503745272,0.953216031,36.31855552,0.259695441,5.619765429,-0.699441575,36.58079151,14,Snowy,Highway,19.32892076,1.052816006,Maintain Speed
01-01-2023 00:02,38.160417,2.344000055,0.963064113,76.18079114,0.888956891,67.37641996,-0.629862861,0.205091191,26,Foggy,Urban,-28.642203,0.538639693,Brake
01-01-2023 00:02,13.20623094,1.311187909,0.555722869,12.10431899,1.430086402,31.44561509,-0.197199754,16.54582736,48,Foggy,Rural,-4.392286517,1.056594235,Maintain Speed
01-01-2023 00:02,27.35221951,-2.562190002,0.606622252,86.74281989,1.917702436,35.78539314,-1.499736139,44.78504305,4,Snowy,Urban,22.86715541,1.533908567,Accelerate
01-01-2023 00:02,51.25293464,1.926756627,0.185721186,82.54205622,0.411868648,40.55493738,-1.276919205,53.50874219,42,Sunny,Urban,-24.89230689,2.050757573,Maintain Speed
01-01-2023 00:02,98.16177191,-0.041789271,0.695308108,77.76920577,0.342693236,34.95875615,0.309474641,15.29285997,37,Foggy,Highway,-17.55287973,1.38051069,Maintain Speed
01-01-2023 00:02,103.28767,2.080698163,0.070658793,34.39037443,0.997459401,84.12096213,-1.924976362,74.52162776,4,Snowy,Highway,27.63749176,2.342428296,Lane Correct
01-01-2023 00:02,0.834255664,0.604438647,0.284685686,83.17376963,1.939387898,94.60684574,0.399204088,18.90036655,21,Foggy,Highway,27.53804524,0.43252632,Accelerate
01-01-2023 00:02,61.28967631,1.090998192,0.668363347,22.36619763,1.945620509,54.80114753,-0.724331249,11.58450922,22,Sunny,Highway,-6.927006993,1.439377998,Maintain Speed
01-01-2023 00:02,50.08932038,2.961009362,0.310310132,16.81887456,0.533038008,58.18784988,1.328825659,33.34245128,12,Foggy,Highway,15.1358378,2.286384169,Maintain Speed
01-01-2023 00:02,26.65293726,-1.605986724,0.049846874,9.270851682,0.706759581,7.048310801,0.400026031,55.14286637,5,Sunny,Rural,7.54819353,0.739003805,Maintain Speed
01-01-2023 00:02,14.38384408,0.743673449,0.831870409,94.23448449,1.825260773,71.31919284,0.832364803,98.89018164,46,Sunny,Rural,-0.419299276,1.973068116,Accelerate
01-01-2023 00:02,40.51382057,-0.23807166,0.310330007,34.26103528,1.496198833,58.4098873,-1.542299275,41.87157296,44,Foggy,Rural,18.83598943,0.786885748,Lane Correct
01-01-2023 00:02,113.1491645,-2.763288282,0.063105225,92.17369862,1.947401214,5.039452381,-0.936550541,42.59964172,44,Snowy,Highway,9.051853932,2.448688109,Maintain Speed
01-01-2023 00:02,38.78435184,-2.913176151,0.074788165,30.89828834,1.79698189,19.84256671,1.986678436,5.933347012,41,Sunny,Urban,-24.53645754,1.940973427,Brake
01-01-2023 00:02,62.25487461,-2.284628533,0.251758799,91.21876614,0.508682496,20.19434204,-0.265391012,76.58196732,33,Rainy,Urban,20.37714942,1.70256909,Maintain Speed
01-01-2023 00:02,84.36227507,0.894550443,0.178015947,90.87326002,1.543481033,17.09679519,-0.564539179,18.17830019,1,Sunny,Urban,-13.53378911,2.208075112,Maintain Speed
01-01-2023 00:02,43.63555229,0.402978527,0.774300118,92.74922428,0.19227394,65.86459546,1.495421436,74.48035645,8,Foggy,Urban,7.977580174,1.551674708,Maintain Speed
01-01-2023 00:02,116.6138499,0.320577367,0.321684047,52.13457673,1.65388228,92.84396154,-1.867701565,91.06168777,21,Rainy,Highway,16.52670894,0.872175281,Lane Correct
01-01-2023 00:02,115.4936754,-2.808859425,0.804695785,87.26489725,1.242957849,76.29753254,0.139093447,76.82207621,25,Snowy,Urban,23.8586564,0.931494323,Maintain Speed
01-01-2023 00:02,30.2138755,-0.184182022,0.173845998,95.32276014,1.916591829,47.73734852,-1.158971145,64.24534204,19,Rainy,Urban,25.51520845,1.554211344,Maintain Speed
01-01-2023 00:02,59.66982071,2.547736907,0.49287918,35.83860948,1.924061665,40.4051298,-0.527388834,60.39162955,9,Rainy,Highway,25.54801022,1.414549099,Maintain Speed
01-01-2023 00:02,36.10539718,-0.614448784,0.688037134,44.79306854,0.196548707,38.64581053,-1.200891713,45.36328924,20,Rainy,Urban,9.430569577,2.288419611,Maintain Speed
01-01-2023 00:02,34.18085933,0.749534819,0.651990854,73.3278178,0.404990823,60.12469577,-1.848708962,14.45426951,10,Snowy,Rural,7.450715967,1.446424427,Lane Correct
01-01-2023 00:02,4.426433683,1.678912054,0.60112941,33.53418306,1.01999339,35.92206589,-0.333951464,77.88386091,39,Snowy,Urban,-29.11451656,1.374738663,Accelerate
01-01-2023 00:02,73.14772008,1.703551675,0.924821602,76.61188435,1.771037697,22.61219712,1.156812085,47.73222704,20,Snowy,Rural,-24.92708837,1.231271359,Maintain Speed
01-01-2023 00:02,60.32148279,0.115680494,0.228525148,12.0197538,1.64744577,60.28429066,1.807817731,62.56458231,17,Sunny,Rural,-6.444886071,0.495977242,Lane Correct
01-01-2023 00:02,6.17745015,2.147711672,0.493719204,54.73234651,1.93230305,39.07054134,0.495411898,37.40152289,1,Snowy,Highway,17.5710652,0.477351504,Accelerate
01-01-2023 00:02,33.43757571,-0.65173144,0.88399255,16.61978099,1.274359823,1.412482914,-0.444651631,20.07227197,35,Sunny,Rural,5.523847688,1.73618303,Maintain Speed
01-01-2023 00:02,108.9919063,2.332159289,0.077893766,32.86573026,0.587470687,2.223111357,1.079421094,80.65084638,28,Sunny,Urban,-15.88523234,1.255203421,Maintain Speed
01-01-2023 00:02,28.74742688,-1.558637002,0.055888268,29.56941229,0.147702615,27.41366112,0.020895934,34.23998056,49,Snowy,Highway,-22.6269349,1.456328826,Accelerate
